timestamp,machineId,partNumber,jobId,dimensionName,nominalValueMm,measuredValueMm,tolerancePlusMm,toleranceMinusMm,result,surfaceRaUm,inspectorId
2026-07-01T06:34:01,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,0.917,OP-004
2026-07-03T06:16:51,TURMIK-Q15-01,Q15-HOUSING-316L,JOB-Q15-1003,Bore Diameter,28.0,28.0,0.02,-0.02,PASS,1.411,OP-009
2026-07-06T04:43:56,TURMIK-Q15-01,Q15-VALVE-17-4PH,JOB-Q15-1006,Seat Diameter,18.5,18.5,0.015,-0.015,PASS,1.381,OP-006
2026-07-07T12:34:46,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.483,OP-001
2026-07-07T01:18:31,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,1.306,OP-009
2026-07-07T04:38:08,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,0.669,OP-007
2026-07-02T22:31:32,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,Thread Pitch,3.0,3.0,0.01,-0.01,PASS,1.352,OP-004
2026-07-01T11:50:49,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.445,OP-004
2026-07-06T19:44:12,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,Keyway Width,6.0,6.0,0.01,-0.01,PASS,1.164,OP-007
2026-07-06T02:26:12,TURMIK-Q15-01,Q15-VALVE-17-4PH,JOB-Q15-1006,Seat Diameter,18.5,18.5,0.015,-0.015,PASS,1.21,OP-002
2026-07-06T18:08:25,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,Keyway Width,6.0,6.0,0.01,-0.01,PASS,1.705,OP-006
2026-07-05T08:38:32,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Face Runout,0.025,0.025,0.01,-0.01,PASS,0.581,OP-004
2026-07-01T12:53:01,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.14,OP-004
2026-07-05T07:17:37,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,0.801,OP-004
2026-07-02T16:01:53,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.765,OP-003
2026-07-04T23:14:19,TURMIK-Q15-01,Q15-FLANGE-4140,JOB-Q15-1002,Face Thickness,9.5,9.5,0.01,-0.01,PASS,1.208,OP-001
2026-07-04T11:08:58,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,OD Diameter,40.0,40.0,0.02,-0.015,PASS,1.076,OP-006
2026-07-07T00:41:22,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,0.35,OP-003
2026-07-06T18:27:33,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,Keyway Width,6.0,6.0,0.01,-0.01,PASS,1.022,OP-004
2026-07-05T06:10:02,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,0.81,OP-010
2026-07-06T14:44:18,TURMIK-Q15-01,Q15-FLANGE-4140,JOB-Q15-1002,Face Thickness,9.5,9.5,0.01,-0.01,PASS,1.253,OP-008
2026-07-01T10:51:09,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,24.0,0.015,-0.012,PASS,1.393,OP-009
2026-07-02T23:43:44,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,OD Diameter,24.0,24.025,0.015,-0.015,FAIL,1.695,OP-007
2026-07-05T11:28:54,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,0.746,OP-001
2026-07-04T06:19:43,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.265,OP-005
2026-07-05T10:08:30,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,0.773,OP-007
2026-07-05T21:38:16,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Face Runout,0.025,0.025,0.01,-0.01,PASS,1.11,OP-004
2026-07-06T22:53:04,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,23.999,0.015,-0.012,PASS,1.246,OP-003
2026-07-07T12:32:23,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,Wall Thickness,2.2,2.2,0.008,-0.008,PASS,0.927,OP-003
2026-07-02T17:35:24,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,OD Diameter,32.0,31.999,0.02,-0.015,PASS,1.682,OP-002
2026-07-04T20:14:50,TURMIK-Q15-01,Q15-FLANGE-4140,JOB-Q15-1002,Face Thickness,9.5,9.5,0.01,-0.01,PASS,1.557,OP-009
2026-07-05T23:25:42,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,1.132,OP-002
2026-07-07T14:12:55,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,1.222,OP-003
2026-07-05T13:45:42,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,24.0,0.015,-0.012,PASS,1.254,OP-005
2026-07-01T10:45:46,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.949,OP-006
2026-07-07T01:54:24,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,0.591,OP-009
2026-07-02T23:01:19,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,OD Diameter,24.0,24.0,0.015,-0.015,PASS,1.147,OP-003
2026-07-05T13:35:48,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.479,OP-004
2026-07-02T08:59:28,TURMIK-Q15-01,Q15-ROTOR-TI6AL4V,JOB-Q15-1007,OD Diameter,92.0,92.001,0.025,-0.02,PASS,0.932,OP-010
2026-07-02T15:38:26,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.664,OP-009
2026-07-07T04:11:08,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,0.579,OP-010
2026-07-06T17:54:57,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,OD Diameter,32.0,32.002,0.02,-0.015,PASS,1.305,OP-010
2026-07-02T22:08:54,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,OD Diameter,24.0,24.0,0.015,-0.015,PASS,1.717,OP-004
2026-07-01T13:17:00,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.262,OP-002
2026-07-03T13:47:57,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,Wall Thickness,2.2,2.2,0.008,-0.008,PASS,1.219,OP-008
2026-07-05T08:12:53,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,1.113,OP-002
2026-07-01T09:51:33,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,24.001,0.015,-0.012,PASS,1.308,OP-005
2026-07-02T04:43:10,TURMIK-Q15-01,Q15-VALVE-17-4PH,JOB-Q15-1006,Seat Diameter,18.5,18.5,0.015,-0.015,PASS,1.798,OP-010
2026-07-06T17:59:47,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,OD Diameter,32.0,31.999,0.02,-0.015,PASS,1.096,OP-002
2026-07-04T10:43:22,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,0.896,OP-007
2026-07-07T15:15:48,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,0.505,OP-009
2026-07-03T15:47:18,TURMIK-Q15-01,Q15-COUPLING-IN718,JOB-Q15-1011,Bore Diameter,26.0,26.0,0.02,-0.02,PASS,1.591,OP-008
2026-07-03T00:08:42,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,OD Diameter,24.0,24.0,0.015,-0.015,PASS,1.25,OP-008
2026-07-01T13:18:01,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,24.001,0.015,-0.012,PASS,1.436,OP-005
2026-07-03T19:17:14,TURMIK-Q15-01,Q15-COUPLING-IN718,JOB-Q15-1011,Face Flatness,0.028,0.028,0.01,-0.01,PASS,1.314,OP-006
2026-07-05T17:43:31,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Face Runout,0.025,0.025,0.01,-0.01,PASS,0.35,OP-010
2026-07-04T07:23:50,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,OD Diameter,40.0,40.001,0.02,-0.015,PASS,0.502,OP-006
2026-07-04T11:50:27,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,0.951,OP-003
2026-07-02T14:48:02,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.535,OP-009
2026-07-05T10:54:45,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,1.029,OP-010
2026-07-07T19:02:53,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,1.151,OP-005
2026-07-01T07:09:35,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,OD Diameter,40.0,40.0,0.02,-0.015,PASS,0.684,OP-010
2026-07-07T12:49:03,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.765,OP-001
2026-07-05T13:01:59,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,24.002,0.015,-0.012,PASS,1.703,OP-009
2026-07-03T02:10:23,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,0.862,OP-005
2026-07-01T07:53:13,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,1.566,OP-003
2026-07-07T13:24:05,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,0.91,OP-008
2026-07-01T12:42:13,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.183,OP-006
2026-07-06T23:26:48,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,1.137,OP-003
2026-07-07T09:54:05,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,Wall Thickness,2.2,2.2,0.008,-0.008,PASS,1.552,OP-001
2026-07-02T03:36:33,TURMIK-Q15-01,Q15-VALVE-17-4PH,JOB-Q15-1006,Seat Diameter,18.5,18.5,0.015,-0.015,PASS,1.671,OP-008
2026-07-07T11:50:06,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,Wall Thickness,2.2,2.2,0.008,-0.008,PASS,1.062,OP-010
2026-07-01T19:38:04,TURMIK-Q15-01,Q15-HOUSING-316L,JOB-Q15-1003,Bore Diameter,28.0,28.0,0.02,-0.02,PASS,1.484,OP-002
2026-07-02T12:30:50,TURMIK-Q15-01,Q15-ROTOR-TI6AL4V,JOB-Q15-1007,Face Parallelism,0.03,0.03,0.01,-0.01,PASS,1.004,OP-008
2026-07-05T18:53:26,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,1.262,OP-001
2026-07-07T08:04:35,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.086,OP-005
2026-07-05T12:59:16,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.519,OP-002
2026-07-07T13:27:00,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.847,OP-008
2026-07-04T20:44:07,TURMIK-Q15-01,Q15-FLANGE-4140,JOB-Q15-1002,Bolt Circle,68.0,68.001,0.03,-0.025,PASS,1.319,OP-001
2026-07-01T06:17:58,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,1.202,OP-008
2026-07-08T04:21:16,TURMIK-Q15-01,Q15-COUPLING-IN718,JOB-Q15-1011,Bore Diameter,26.0,26.0,0.02,-0.02,PASS,1.367,OP-007
2026-07-03T13:23:18,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,Wall Thickness,2.2,2.2,0.008,-0.008,PASS,1.084,OP-008
2026-07-06T06:54:05,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,Thread Pitch,3.0,3.0,0.01,-0.01,PASS,1.556,OP-009
2026-07-04T21:02:26,TURMIK-Q15-01,Q15-FLANGE-4140,JOB-Q15-1002,Face Thickness,9.5,9.5,0.01,-0.01,PASS,1.818,OP-006
2026-07-02T15:49:41,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,0.925,OP-004
2026-07-07T16:33:35,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,0.907,OP-002
2026-07-04T12:02:34,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,1.0,OP-001
2026-07-05T20:38:28,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,0.491,OP-005
2026-07-01T12:40:49,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,24.0,0.015,-0.012,PASS,1.273,OP-001
2026-07-04T11:48:54,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,OD Diameter,40.0,40.0,0.02,-0.015,PASS,0.85,OP-001
2026-07-05T22:38:44,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,1.147,OP-005
2026-07-05T16:05:56,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Face Runout,0.025,0.025,0.01,-0.01,PASS,0.704,OP-003
2026-07-02T14:48:02,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.362,OP-001
2026-07-01T06:42:10,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,0.582,OP-008
2026-07-01T07:20:56,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,OD Diameter,40.0,39.999,0.02,-0.015,PASS,1.078,OP-003
2026-07-02T14:57:57,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,Wall Thickness,2.2,2.2,0.008,-0.008,PASS,1.94,OP-002
2026-07-04T06:09:56,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.753,OP-003
2026-07-01T11:04:29,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.197,OP-007
2026-07-02T15:52:33,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,0.938,OP-001
2026-07-06T17:25:16,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,Keyway Width,6.0,6.0,0.01,-0.01,PASS,1.666,OP-006
2026-07-06T00:05:39,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,0.714,OP-010
2026-07-07T03:16:46,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,1.366,OP-001
2026-07-06T21:17:24,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,Keyway Width,6.0,6.0,0.01,-0.01,PASS,1.207,OP-002
2026-07-07T08:05:21,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,0.972,OP-009
2026-07-02T16:46:16,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.363,OP-003
2026-07-01T09:34:50,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,23.999,0.015,-0.012,PASS,1.342,OP-009
2026-07-03T04:41:53,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,1.148,OP-005
2026-07-01T08:36:44,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,24.001,0.015,-0.012,PASS,1.092,OP-005
2026-07-07T08:34:23,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.203,OP-008
2026-07-02T16:54:48,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.475,OP-009
2026-07-02T15:19:21,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,Wall Thickness,2.2,2.2,0.008,-0.008,PASS,1.296,OP-010
2026-07-07T18:28:15,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,0.581,OP-006
2026-07-06T12:58:38,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,Thread Pitch,3.0,3.0,0.01,-0.01,PASS,1.357,OP-009
2026-07-04T10:06:07,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,0.767,OP-004
2026-07-01T11:57:17,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.644,OP-010
2026-07-07T04:38:08,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,0.35,OP-008
2026-07-01T08:55:08,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.568,OP-006
2026-07-05T10:05:11,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,0.443,OP-004
2026-07-04T10:57:57,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.534,0.01,-0.01,FAIL,0.891,OP-003
2026-07-05T06:19:35,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Face Runout,0.025,0.025,0.01,-0.01,PASS,1.014,OP-009
2026-07-06T10:19:36,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,Thread Pitch,3.0,3.0,0.01,-0.01,PASS,1.332,OP-009
2026-07-03T05:00:58,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,0.553,OP-007
2026-07-02T18:04:52,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,OD Diameter,32.0,32.001,0.02,-0.015,PASS,1.491,OP-005
2026-07-07T13:37:14,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,Wall Thickness,2.2,2.2,0.008,-0.008,PASS,1.405,OP-008
2026-07-04T10:18:52,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,OD Diameter,40.0,40.002,0.02,-0.015,PASS,0.831,OP-007
2026-07-01T09:01:57,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,OD Diameter,24.0,23.999,0.015,-0.012,PASS,1.812,OP-007
2026-07-02T05:21:49,TURMIK-Q15-01,Q15-VALVE-17-4PH,JOB-Q15-1006,Seat Diameter,18.5,18.5,0.015,-0.015,PASS,1.703,OP-003
2026-07-01T13:08:43,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.966,OP-002
2026-07-01T08:01:52,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.356,OP-001
2026-07-02T19:37:22,TURMIK-Q15-01,Q15-COLLAR-C45,JOB-Q15-1008,Keyway Width,6.0,6.0,0.01,-0.01,PASS,1.514,OP-005
2026-07-02T16:41:17,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.119,OP-008
2026-07-07T16:16:03,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Pitch Diameter,48.0,48.0,0.015,-0.015,PASS,0.802,OP-006
2026-07-03T11:33:02,TURMIK-Q15-01,Q15-HOUSING-316L,JOB-Q15-1003,Concentricity,0.035,0.035,0.01,-0.01,PASS,0.971,OP-010
2026-07-05T21:07:32,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,1.149,OP-004
2026-07-06T12:12:23,TURMIK-Q15-01,Q15-NUT-CUNI,JOB-Q15-1012,OD Diameter,24.0,24.0,0.015,-0.015,PASS,1.001,OP-002
2026-07-04T08:46:20,TURMIK-Q15-01,Q15-SHAFT-AL6061,JOB-Q15-1001,Shoulder Width,12.5,12.5,0.01,-0.01,PASS,0.411,OP-009
2026-07-01T22:11:22,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Face Runout,0.025,0.025,0.01,-0.01,PASS,0.651,OP-009
2026-07-03T19:49:22,TURMIK-Q15-01,Q15-COUPLING-IN718,JOB-Q15-1011,Face Flatness,0.028,0.028,0.01,-0.01,PASS,1.689,OP-009
2026-07-03T05:19:18,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,1.018,OP-001
2026-07-04T16:34:56,TURMIK-Q15-01,Q15-FLANGE-4140,JOB-Q15-1002,Bolt Circle,68.0,67.999,0.03,-0.025,PASS,1.23,OP-008
2026-07-03T12:00:07,TURMIK-Q15-01,Q15-SLEEVE-PA66,JOB-Q15-1010,OD Diameter,28.0,28.0,0.01,-0.01,PASS,1.464,OP-001
2026-07-01T09:42:40,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.944,OP-001
2026-07-05T20:11:59,TURMIK-Q15-01,Q15-BUSH-AL7075,JOB-Q15-1005,Inner Bore,16.0,16.0,0.01,-0.01,PASS,0.788,OP-004
2026-07-07T14:38:54,TURMIK-Q15-01,Q15-GEAR-AL7075,JOB-Q15-1009,Tooth Depth,2.4,2.4,0.01,-0.01,PASS,0.804,OP-001
2026-07-06T22:24:58,TURMIK-Q15-01,Q15-CAP-BRASS,JOB-Q15-1004,Groove Depth,1.8,1.8,0.005,-0.005,PASS,1.235,OP-003
