timestamp,machineId,jobId,partNumber,cycleNo,cycleTimeSec,spindleRpmAvg,feedRateAvg,energyKWh,peakPowerKW,idleEnergyKWh,runningEnergyKWh
2026-07-01T07:24:35,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,40,50,5911.6,1507.7,0.4205,30.41,0.0454,0.3751
2026-07-01T07:26:20,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,41,50,6529.9,1476.8,0.4338,32.88,0.0376,0.3962
2026-07-01T07:31:04,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,42,57,5895.1,1579.5,0.5024,33.76,0.0405,0.4619
2026-07-01T07:32:18,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,43,57,6435.3,1605.4,0.5275,36.28,0.0609,0.4666
2026-07-01T07:33:44,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,44,56,6681.1,1566.9,0.5752,37.76,0.0849,0.4903
2026-07-01T07:34:48,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,45,56,6986.4,1274.5,0.5166,34.92,0.0535,0.4631
2026-07-01T07:37:48,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,46,54,6357.5,1488.4,0.4622,30.07,0.039,0.4232
2026-07-01T07:45:37,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,47,58,6324.6,1403.2,0.4706,32.21,0.0511,0.4195
2026-07-01T07:53:13,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,48,50,6548.1,1728.3,0.4208,31.32,0.0378,0.383
2026-07-01T07:59:05,TURMIK-Q15-01,JOB-Q15-1001,Q15-SHAFT-AL6061,49,50,6894.5,1405.0,0.5535,40.29,0.0752,0.4783
2026-07-01T08:00:44,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,50,40,7582.5,1547.0,0.391,35.7,0.0412,0.3498
2026-07-01T08:01:52,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,51,46,7181.1,1864.1,0.4642,35.39,0.0481,0.4161
2026-07-01T08:03:25,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,52,39,7323.2,1644.7,0.3676,38.51,0.0319,0.3357
2026-07-01T08:04:39,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,53,39,7403.3,1748.1,0.4103,40.3,0.0495,0.3608
2026-07-01T08:06:15,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,54,41,7066.5,1734.1,0.4573,36.86,0.0648,0.3925
2026-07-01T08:06:57,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,55,41,7231.1,1722.0,0.4299,41.48,0.0349,0.395
2026-07-01T08:07:50,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,56,45,7077.8,1633.2,0.4553,39.58,0.0548,0.4005
2026-07-01T08:08:52,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,57,43,7621.5,1474.5,0.4417,42.16,0.0358,0.4059
2026-07-01T08:09:27,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,58,41,7502.7,1634.5,0.3881,37.84,0.0295,0.3586
2026-07-01T08:10:16,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,59,44,7713.3,1877.6,0.4646,39.39,0.0627,0.4019
2026-07-01T08:11:07,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,60,39,7209.2,1447.8,0.3664,36.6,0.0384,0.328
2026-07-01T08:12:41,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,61,40,6509.0,1533.4,0.345,37.02,0.0383,0.3067
2026-07-01T08:13:16,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,62,41,6441.6,1776.9,0.4085,39.76,0.0452,0.3633
2026-07-01T08:13:56,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,63,40,6464.2,1467.4,0.3304,31.99,0.0251,0.3053
2026-07-01T08:21:39,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,64,39,6617.8,1586.6,0.3431,33.76,0.0425,0.3006
2026-07-01T08:23:12,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,65,40,6337.8,1778.7,0.4172,38.26,0.0514,0.3658
2026-07-01T08:24:54,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,66,42,7123.3,1647.2,0.4259,38.86,0.0488,0.3771
2026-07-01T08:25:39,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,67,40,7549.2,1826.2,0.435,41.48,0.0354,0.3996
2026-07-01T08:26:10,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,68,40,7553.1,1824.3,0.4681,39.3,0.0703,0.3978
2026-07-01T08:26:59,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,69,41,6880.6,1738.5,0.3744,38.5,0.038,0.3364
2026-07-01T08:29:26,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,70,46,6664.0,1736.6,0.4397,40.95,0.0349,0.4048
2026-07-01T08:31:11,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,71,39,7893.0,1901.3,0.3879,38.05,0.0363,0.3516
2026-07-01T08:33:36,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,72,46,6643.0,1646.1,0.468,35.17,0.05,0.418
2026-07-01T08:36:44,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,73,39,6569.1,1561.5,0.3877,35.66,0.0571,0.3306
2026-07-01T08:38:48,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,74,41,6865.8,1706.2,0.3834,35.83,0.0315,0.3519
2026-07-01T08:40:14,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,75,40,7417.9,1572.5,0.43,38.97,0.0574,0.3726
2026-07-01T08:43:12,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,76,42,7444.2,1568.7,0.4077,36.37,0.045,0.3627
2026-07-01T08:45:36,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,77,46,7279.2,1493.3,0.4533,37.54,0.0394,0.4139
2026-07-01T08:49:11,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,78,44,7584.2,1701.8,0.4545,40.22,0.0589,0.3956
2026-07-01T08:50:23,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,79,45,6809.3,1707.8,0.4138,34.86,0.0495,0.3643
2026-07-01T08:51:02,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,80,44,6485.7,1976.0,0.4186,41.14,0.0481,0.3705
2026-07-01T08:55:08,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,81,42,6939.0,1503.7,0.4009,35.23,0.0566,0.3443
2026-07-01T08:55:39,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,82,41,6949.8,1748.0,0.378,35.5,0.0409,0.3371
2026-07-01T09:00:42,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,83,41,8230.1,1704.2,0.4302,39.16,0.0472,0.383
2026-07-01T09:01:31,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,84,40,7356.2,1624.3,0.4004,35.32,0.0527,0.3477
2026-07-01T09:01:57,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,85,40,7730.2,1779.1,0.4844,43.08,0.0737,0.4107
2026-07-01T09:06:14,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,86,40,7558.2,1586.4,0.4171,35.68,0.0415,0.3756
2026-07-01T09:06:47,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,87,41,7382.9,1514.5,0.3755,38.4,0.0299,0.3456
2026-07-01T09:07:40,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,88,39,6927.0,1759.7,0.3898,41.24,0.0398,0.35
2026-07-01T09:10:07,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,89,41,7112.8,1721.4,0.4417,36.08,0.0529,0.3888
2026-07-01T09:10:50,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,90,39,7098.8,1738.6,0.3681,38.72,0.0305,0.3376
2026-07-01T09:11:35,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,91,46,6880.8,1738.1,0.4566,39.73,0.0639,0.3927
2026-07-01T09:13:27,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,92,39,6581.3,1869.2,0.3719,33.71,0.0383,0.3336
2026-07-01T09:14:14,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,93,39,7031.6,1750.2,0.3829,36.21,0.0354,0.3475
2026-07-01T09:14:55,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,94,43,8273.1,1705.2,0.4896,36.93,0.051,0.4386
2026-07-01T09:17:55,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,95,44,6897.4,1760.1,0.4665,41.71,0.0572,0.4093
2026-07-01T09:18:40,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,96,45,6932.1,1706.0,0.4393,34.09,0.0396,0.3997
2026-07-01T09:21:36,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,97,46,6914.5,1733.7,0.4114,37.74,0.0581,0.3533
2026-07-01T09:22:16,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,98,39,7392.5,1494.3,0.3713,40.81,0.0292,0.3421
2026-07-01T09:23:31,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,99,47,8371.0,1624.9,0.5129,38.5,0.0495,0.4634
2026-07-01T09:24:50,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,100,47,7197.7,1744.0,0.5123,40.73,0.0678,0.4445
2026-07-01T09:30:44,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,101,40,7021.2,1687.9,0.4494,38.45,0.0529,0.3965
2026-07-01T09:32:27,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,102,43,8452.3,1948.5,0.5078,49.51,0.0742,0.4336
2026-07-01T09:33:17,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,103,43,6971.5,1603.0,0.429,31.66,0.04,0.389
2026-07-01T09:34:50,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,104,42,7412.0,1721.7,0.4268,38.05,0.0542,0.3726
2026-07-01T09:35:27,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,105,43,7583.6,1862.3,0.491,43.57,0.0441,0.4469
2026-07-01T09:37:59,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,106,39,5981.3,1441.7,0.3356,36.76,0.0397,0.2959
2026-07-01T09:38:51,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,107,43,7188.2,1707.9,0.4477,41.12,0.0599,0.3878
2026-07-01T09:40:35,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,108,39,7301.5,1755.0,0.4358,41.13,0.0507,0.3851
2026-07-01T09:41:13,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,109,39,6521.6,1861.5,0.3773,34.36,0.0509,0.3264
2026-07-01T09:41:57,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,110,45,7298.9,1671.8,0.4165,35.54,0.0458,0.3707
2026-07-01T09:42:40,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,111,44,6632.4,1615.1,0.4017,36.54,0.0545,0.3472
2026-07-01T09:43:51,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,112,45,6835.1,1610.5,0.4367,36.8,0.0491,0.3876
2026-07-01T09:44:32,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,113,42,7625.9,1686.8,0.4177,39.78,0.0565,0.3612
2026-07-01T09:45:13,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,114,46,7446.7,1709.5,0.4586,38.09,0.0394,0.4192
2026-07-01T09:46:40,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,115,42,7082.4,1560.9,0.3981,32.57,0.0595,0.3386
2026-07-01T09:47:12,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,116,42,7529.9,1517.8,0.4526,39.91,0.0689,0.3837
2026-07-01T09:47:52,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,117,41,7067.9,1687.8,0.4676,40.8,0.0658,0.4018
2026-07-01T09:50:38,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,118,44,6888.9,1698.2,0.4597,34.32,0.0623,0.3974
2026-07-01T09:51:33,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,119,41,7171.5,1709.3,0.3659,38.85,0.0281,0.3378
2026-07-01T09:53:20,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,120,40,6658.7,1515.8,0.4374,40.02,0.0657,0.3717
2026-07-01T09:56:06,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,121,41,6745.2,1870.1,0.41,33.04,0.0454,0.3646
2026-07-01T09:56:56,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,122,39,7044.4,1689.9,0.3988,37.31,0.0368,0.362
2026-07-01T09:58:20,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,123,47,6929.1,1817.8,0.3875,35.37,0.0292,0.3583
2026-07-01T09:59:49,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,124,39,7021.7,1723.1,0.3315,35.16,0.0253,0.3062
2026-07-01T10:00:42,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,125,44,7234.3,1938.2,0.4016,42.25,0.032,0.3696
2026-07-01T10:02:30,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,126,42,7420.5,1741.7,0.4975,40.99,0.0566,0.4409
2026-07-01T10:03:15,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,127,40,6551.5,1621.5,0.4027,39.01,0.0347,0.368
2026-07-01T10:03:38,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,128,40,7149.5,1675.5,0.3776,34.48,0.0443,0.3333
2026-07-01T10:04:30,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,129,41,7331.2,1897.7,0.3873,35.91,0.0369,0.3504
2026-07-01T10:06:09,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,130,40,7841.7,1860.8,0.4665,44.96,0.0629,0.4036
2026-07-01T10:08:39,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,131,40,7133.6,1725.7,0.4398,38.84,0.0602,0.3796
2026-07-01T10:10:25,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,132,45,7594.2,1939.5,0.4141,35.53,0.0308,0.3833
2026-07-01T10:11:48,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,133,42,7074.1,1845.6,0.473,42.89,0.0595,0.4135
2026-07-01T10:12:29,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,134,44,7845.3,1733.9,0.4407,45.18,0.0393,0.4014
2026-07-01T10:13:18,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,135,40,7874.5,1851.4,0.5177,44.19,0.0752,0.4425
2026-07-01T10:13:55,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,136,45,7170.6,1736.9,0.4368,39.77,0.0447,0.3921
2026-07-01T10:15:28,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,137,40,7530.0,1794.9,0.3808,35.3,0.0523,0.3285
2026-07-01T10:16:46,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,138,46,7466.2,1784.0,0.4662,36.38,0.0348,0.4314
2026-07-01T10:17:32,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,139,46,6876.8,1845.9,0.4963,37.13,0.0755,0.4208
2026-07-01T10:18:23,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,140,46,7401.5,1714.1,0.4692,38.13,0.0676,0.4016
2026-07-01T10:19:08,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,141,42,6114.2,1725.5,0.3918,33.14,0.0557,0.3361
2026-07-01T10:25:26,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,142,42,6670.1,1676.5,0.4085,34.28,0.0569,0.3516
2026-07-01T10:26:51,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,143,42,6744.1,1726.7,0.3868,41.28,0.0288,0.358
2026-07-01T10:28:27,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,144,40,7162.9,1491.8,0.4218,37.39,0.0551,0.3667
2026-07-01T10:29:52,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,145,42,6476.9,1459.2,0.428,35.02,0.0435,0.3845
2026-07-01T10:30:35,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,146,39,7312.2,1671.4,0.4029,43.1,0.0512,0.3517
2026-07-01T10:31:16,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,147,44,7003.4,1692.7,0.3971,39.23,0.0511,0.346
2026-07-01T10:31:54,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,148,39,6874.6,1582.3,0.3992,36.47,0.0417,0.3575
2026-07-01T10:33:54,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,149,47,7140.1,1696.1,0.4931,35.83,0.067,0.4261
2026-07-01T10:34:40,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,150,42,7922.3,1701.9,0.446,39.29,0.0538,0.3922
2026-07-01T10:37:56,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,151,42,7386.6,1401.7,0.3683,32.74,0.0395,0.3288
2026-07-01T10:39:56,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,152,39,6990.6,1669.3,0.3688,39.95,0.0482,0.3206
2026-07-01T10:45:00,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,153,40,7133.6,1726.2,0.3762,35.75,0.0325,0.3437
2026-07-01T10:45:46,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,154,40,7077.8,1883.0,0.4023,34.01,0.0478,0.3545
2026-07-01T10:46:24,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,155,42,7554.0,1716.3,0.474,38.63,0.0662,0.4078
2026-07-01T10:46:53,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,156,39,6945.5,1863.8,0.4118,36.73,0.0478,0.364
2026-07-01T10:48:28,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,157,44,7417.0,1781.9,0.4586,42.83,0.0363,0.4223
2026-07-01T10:50:23,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,158,39,7568.0,1993.0,0.4449,39.97,0.0527,0.3922
2026-07-01T10:51:09,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,159,47,7747.2,1792.2,0.4805,38.72,0.039,0.4415
2026-07-01T10:53:06,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,160,41,6733.3,1835.3,0.3685,38.5,0.0418,0.3267
2026-07-01T10:53:51,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,161,40,7438.5,1859.9,0.4017,37.43,0.0401,0.3616
2026-07-01T10:54:29,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,162,45,7630.0,1893.6,0.4808,41.12,0.0675,0.4133
2026-07-01T10:55:51,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,163,40,7639.4,1668.1,0.476,38.23,0.0632,0.4128
2026-07-01T10:57:15,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,164,41,7596.0,1831.8,0.4178,38.08,0.0587,0.3591
2026-07-01T10:57:57,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,165,41,7473.3,1475.3,0.4252,39.86,0.0338,0.3914
2026-07-01T11:01:17,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,166,44,7499.5,1686.1,0.4504,39.76,0.0563,0.3941
2026-07-01T11:03:44,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,167,40,7130.4,1511.0,0.3658,35.21,0.0452,0.3206
2026-07-01T11:04:29,TURMIK-Q15-01,JOB-Q15-1004,Q15-CAP-BRASS,168,40,7197.3,1597.4,0.3665,36.45,0.0313,0.3352
