timestamp,machineId,jobId,partNumber,cycleNo,cycleTimeSec,spindleRpmAvg,feedRateAvg,energyKWh,peakPowerKW,idleEnergyKWh,runningEnergyKWh
2026-07-01T08:12:33,HURCO-M10-01,JOB-M10-1001,M10-BRKT-AL6061,26,77,7695.3,1848.5,0.7591,41.54,0.109,0.6501
2026-07-01T08:22:49,HURCO-M10-01,JOB-M10-1001,M10-BRKT-AL6061,27,78,7486.8,1830.3,0.8598,37.08,0.0973,0.7625
2026-07-01T08:26:11,HURCO-M10-01,JOB-M10-1001,M10-BRKT-AL6061,28,75,8492.9,1842.3,0.8106,45.36,0.0988,0.7118
2026-07-01T08:27:23,HURCO-M10-01,JOB-M10-1001,M10-BRKT-AL6061,29,67,7353.7,1679.8,0.7375,44.59,0.0603,0.6772
2026-07-01T08:51:53,HURCO-M10-01,JOB-M10-1001,M10-BRKT-AL6061,30,74,7868.2,1502.2,0.7723,35.79,0.1046,0.6677
2026-07-01T09:07:17,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,31,80,5421.9,948.8,0.5727,24.13,0.0521,0.5206
2026-07-01T09:11:58,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,32,86,4760.6,987.9,0.6298,27.24,0.053,0.5768
2026-07-01T09:18:47,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,33,83,5750.9,945.5,0.6556,26.91,0.0883,0.5673
2026-07-01T09:23:19,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,34,78,5504.3,970.2,0.657,31.56,0.0962,0.5608
2026-07-01T09:36:19,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,35,85,5502.6,1038.4,0.7091,29.4,0.104,0.6051
2026-07-01T09:42:04,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,36,79,5414.2,884.3,0.5572,30.72,0.0634,0.4938
2026-07-01T09:43:22,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,37,78,5391.3,998.3,0.6342,30.05,0.0817,0.5525
2026-07-01T09:45:24,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,38,88,6127.6,792.6,0.6994,31.77,0.1017,0.5977
2026-07-01T09:48:17,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,39,81,5371.1,875.0,0.7333,30.3,0.1023,0.631
2026-07-01T10:01:18,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,40,78,5670.3,997.3,0.6712,28.17,0.076,0.5952
2026-07-01T10:13:20,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,41,86,5549.8,1061.4,0.7381,29.12,0.0631,0.675
2026-07-01T10:14:46,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,42,80,4878.3,937.1,0.4978,25.85,0.0735,0.4243
2026-07-01T10:18:23,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,43,86,5816.9,1031.2,0.6178,26.05,0.0694,0.5484
2026-07-01T10:31:40,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,44,84,5694.9,1010.4,0.6749,30.39,0.0891,0.5858
2026-07-01T10:46:22,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,45,80,5692.9,1009.7,0.616,30.85,0.0852,0.5308
2026-07-01T10:52:01,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,46,81,5403.8,1121.3,0.6465,28.96,0.0958,0.5507
2026-07-01T10:58:49,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,47,83,5378.5,927.3,0.6255,28.78,0.061,0.5645
2026-07-01T11:05:21,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,48,90,5266.9,1067.5,0.7624,29.26,0.1043,0.6581
2026-07-01T11:06:43,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,49,80,5403.0,1049.5,0.6313,26.07,0.077,0.5543
2026-07-01T11:09:42,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,50,82,4744.6,951.8,0.5955,28.01,0.0454,0.5501
2026-07-01T11:12:04,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,51,89,5505.7,986.2,0.5968,29.47,0.0551,0.5417
2026-07-01T11:14:56,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,52,84,5143.9,1024.9,0.6561,31.56,0.0725,0.5836
2026-07-01T11:25:06,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,53,82,5554.8,1010.4,0.658,24.9,0.0893,0.5687
2026-07-01T11:30:15,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,54,91,5472.6,961.4,0.5932,26.86,0.0572,0.536
2026-07-01T11:36:52,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,55,79,5614.3,881.6,0.5712,27.78,0.0675,0.5037
2026-07-01T11:58:56,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,56,83,5376.4,963.0,0.6211,29.34,0.0494,0.5717
2026-07-01T12:00:19,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,57,80,5824.2,1010.8,0.6124,29.39,0.0576,0.5548
2026-07-01T12:03:11,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,58,94,5441.8,999.0,0.7357,30.88,0.0679,0.6678
2026-07-01T12:15:16,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,59,84,5840.2,973.7,0.7081,34.71,0.0686,0.6395
2026-07-01T12:25:18,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,60,80,5365.2,827.4,0.5735,29.81,0.079,0.4945
2026-07-01T12:29:41,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,61,85,5674.0,981.4,0.6745,29.58,0.0591,0.6154
2026-07-01T12:31:04,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,62,81,5301.5,929.6,0.5627,28.0,0.0844,0.4783
2026-07-01T12:34:55,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,63,77,5268.8,931.5,0.5848,24.63,0.0865,0.4983
2026-07-01T12:36:20,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,64,85,5265.0,1099.3,0.6977,27.78,0.1055,0.5922
2026-07-01T12:54:02,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,65,83,5178.9,969.5,0.5794,26.33,0.0806,0.4988
2026-07-01T12:55:52,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,66,87,5776.4,994.2,0.666,28.04,0.0788,0.5872
2026-07-01T12:58:26,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,67,84,5589.3,1024.7,0.7143,27.78,0.0828,0.6315
2026-07-01T13:00:01,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,68,78,5474.9,970.9,0.6274,29.67,0.094,0.5334
2026-07-01T13:08:19,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,69,78,5987.0,889.4,0.6735,28.77,0.0823,0.5912
2026-07-01T13:19:34,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,70,78,5383.0,1044.1,0.5908,29.22,0.0815,0.5093
2026-07-01T13:27:13,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,71,81,5313.6,947.6,0.5913,24.91,0.0619,0.5294
2026-07-01T13:28:36,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,72,83,5309.4,889.7,0.551,24.72,0.0644,0.4866
2026-07-01T13:30:02,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,73,92,4751.0,1092.2,0.6525,27.72,0.0528,0.5997
2026-07-01T13:32:16,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,74,91,5290.7,1040.9,0.7044,29.07,0.0752,0.6292
2026-07-01T13:39:17,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,75,81,5254.4,903.9,0.6556,30.31,0.0908,0.5648
2026-07-01T13:40:43,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,76,87,5734.2,1017.3,0.6624,29.88,0.0641,0.5983
2026-07-01T13:47:50,HURCO-M10-01,JOB-M10-1004,M10-FIXTURE-316L,77,80,5572.5,913.7,0.6179,30.91,0.0587,0.5592
2026-07-01T14:09:32,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,78,64,6601.4,1475.8,0.6298,37.31,0.0938,0.536
2026-07-01T14:12:47,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,79,54,6292.2,1356.0,0.4536,29.13,0.0554,0.3982
2026-07-01T14:13:30,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,80,58,6164.8,1226.7,0.555,35.06,0.0736,0.4814
2026-07-01T14:16:19,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,81,57,5819.3,1564.0,0.4328,27.75,0.0532,0.3796
2026-07-01T14:17:13,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,82,53,5806.0,1240.8,0.4082,27.71,0.0382,0.37
2026-07-01T14:24:15,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,83,55,6150.7,1422.9,0.484,31.92,0.0725,0.4115
2026-07-01T14:28:52,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,84,64,6633.3,1361.1,0.6398,36.0,0.0944,0.5454
2026-07-01T14:36:13,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,85,59,6071.0,1394.9,0.5506,32.08,0.0741,0.4765
2026-07-01T14:47:08,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,86,57,6265.5,1493.5,0.5465,34.04,0.0711,0.4754
2026-07-01T14:48:56,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,87,55,5666.5,1388.7,0.4449,31.04,0.065,0.3799
2026-07-01T14:50:06,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,88,54,6271.6,1423.4,0.4448,31.74,0.0468,0.398
2026-07-01T14:51:25,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,89,54,6014.0,1323.0,0.4981,35.59,0.0629,0.4352
2026-07-01T14:54:46,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,90,62,6854.5,1337.2,0.6421,33.07,0.0879,0.5542
2026-07-01T14:56:01,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,91,55,6275.4,1238.6,0.4524,36.23,0.0431,0.4093
2026-07-01T14:58:32,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,92,53,5970.0,1546.7,0.4205,29.01,0.047,0.3735
2026-07-01T14:59:57,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,93,56,6393.5,1476.1,0.5006,33.66,0.0405,0.4601
2026-07-01T15:05:50,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,94,56,6525.7,1181.5,0.5755,34.88,0.0625,0.513
2026-07-01T15:16:17,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,95,54,6453.9,1487.7,0.4739,37.12,0.0527,0.4212
2026-07-01T15:19:05,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,96,61,6224.8,1397.2,0.5544,32.2,0.0458,0.5086
2026-07-01T15:22:38,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,97,59,6111.3,1586.4,0.4773,35.58,0.0485,0.4288
2026-07-01T15:26:17,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,98,55,6751.0,1306.0,0.5206,32.86,0.0719,0.4487
2026-07-01T15:30:30,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,99,59,6506.1,1698.0,0.4939,31.88,0.0501,0.4438
2026-07-01T15:31:47,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,100,59,6032.6,1536.5,0.4995,33.92,0.0467,0.4528
2026-07-01T15:34:35,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,101,58,5597.6,1347.3,0.4579,25.77,0.0431,0.4148
2026-07-01T15:35:24,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,102,53,5874.6,1420.6,0.4125,32.28,0.0367,0.3758
2026-07-01T15:44:58,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,103,59,6188.8,1616.9,0.5798,30.89,0.0829,0.4969
2026-07-01T15:46:37,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,104,55,6503.1,1538.6,0.5149,31.03,0.0658,0.4491
2026-07-01T15:49:37,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,105,62,6694.0,1546.1,0.5988,37.35,0.0703,0.5285
2026-07-01T15:51:36,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,106,57,5852.9,1313.8,0.4787,28.71,0.058,0.4207
2026-07-01T15:53:46,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,107,56,6701.1,1572.0,0.5308,34.62,0.0641,0.4667
2026-07-01T15:59:38,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,108,55,6143.7,1346.6,0.4621,29.32,0.0684,0.3937
2026-07-01T16:04:34,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,109,58,5565.4,1357.7,0.4152,32.22,0.0469,0.3683
2026-07-01T16:05:46,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,110,59,6787.5,1442.5,0.5744,32.72,0.0709,0.5035
2026-07-01T16:11:05,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,111,61,6134.6,1493.1,0.5424,28.34,0.0761,0.4663
2026-07-01T16:12:09,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,112,57,6334.8,1491.1,0.5294,33.28,0.064,0.4654
2026-07-01T16:14:14,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,113,55,6108.9,1496.2,0.5533,35.89,0.0736,0.4797
2026-07-01T16:19:15,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,114,56,5806.3,1439.6,0.4748,26.76,0.0561,0.4187
2026-07-01T16:20:50,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,115,59,6093.8,1486.6,0.5582,32.8,0.0543,0.5039
2026-07-01T16:22:30,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,116,53,7158.3,1285.5,0.4656,35.52,0.0535,0.4121
2026-07-01T16:27:24,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,117,61,6042.1,1441.2,0.5089,36.05,0.063,0.4459
2026-07-01T16:36:23,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,118,56,6172.5,1230.2,0.4709,33.82,0.0487,0.4222
2026-07-01T16:37:32,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,119,62,6411.7,1114.8,0.5503,35.13,0.0435,0.5068
2026-07-01T16:38:26,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,120,61,6203.4,1395.7,0.5959,33.75,0.0558,0.5401
2026-07-01T16:41:06,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,121,57,5960.4,1498.6,0.4296,32.35,0.0377,0.3919
2026-07-01T16:52:25,HURCO-M10-01,JOB-M10-1003,M10-HSG-C45,122,62,6149.8,1611.3,0.5467,31.36,0.048,0.4987
2026-07-01T16:58:34,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,123,50,8483.2,1908.0,0.6531,42.89,0.077,0.5761
2026-07-01T17:02:08,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,124,56,8457.3,1724.8,0.6674,39.92,0.0592,0.6082
2026-07-01T17:03:59,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,125,49,8623.8,1689.7,0.5147,42.75,0.0453,0.4694
2026-07-01T17:08:21,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,126,48,9000.0,1756.5,0.65,51.88,0.0881,0.5619
2026-07-01T17:12:56,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,127,57,8757.6,1551.6,0.7015,47.07,0.0815,0.62
2026-07-01T17:13:45,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,128,50,7927.8,1561.5,0.513,42.33,0.0661,0.4469
2026-07-01T17:15:13,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,129,53,8232.6,1656.0,0.6294,44.51,0.0839,0.5455
2026-07-01T17:16:27,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,130,57,8581.8,1678.2,0.5876,46.21,0.0498,0.5378
2026-07-01T17:18:08,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,131,55,8789.7,1867.2,0.6813,38.78,0.0922,0.5891
2026-07-01T17:19:45,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,132,49,8992.6,1855.0,0.6695,45.96,0.1014,0.5681
2026-07-01T17:20:38,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,133,49,7870.1,1744.4,0.5647,42.66,0.0837,0.481
2026-07-01T17:21:22,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,134,50,9000.0,1928.8,0.6297,47.01,0.0633,0.5664
2026-07-01T17:23:58,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,135,52,8882.4,1957.2,0.6428,40.95,0.0746,0.5682
2026-07-01T17:27:43,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,136,49,8121.3,1637.3,0.5235,36.77,0.062,0.4615
2026-07-01T17:28:52,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,137,55,8036.5,1849.8,0.5379,41.74,0.046,0.4919
2026-07-01T17:29:40,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,138,49,8680.4,1737.3,0.5248,40.54,0.0515,0.4733
2026-07-01T17:30:56,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,139,50,8388.6,1590.4,0.6357,43.84,0.0814,0.5543
2026-07-01T17:32:12,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,140,50,8989.4,1457.7,0.6121,43.02,0.0568,0.5553
2026-07-01T17:32:53,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,141,53,9000.0,1797.9,0.619,45.26,0.068,0.551
2026-07-01T17:37:31,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,142,50,9000.0,1741.1,0.5736,42.86,0.0464,0.5272
2026-07-01T17:39:51,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,143,56,8293.9,1684.1,0.6313,39.4,0.0954,0.5359
2026-07-01T17:41:26,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,144,50,8382.6,1601.1,0.6342,41.26,0.0967,0.5375
2026-07-01T17:42:13,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,145,50,7786.2,1852.4,0.5327,41.73,0.0637,0.469
2026-07-01T17:54:23,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,146,48,8273.4,1707.9,0.5295,42.21,0.0527,0.4768
2026-07-01T17:56:36,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,147,54,8558.2,1561.1,0.5569,42.91,0.0438,0.5131
2026-07-01T17:59:34,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,148,51,8769.1,1556.4,0.6417,40.54,0.0866,0.5551
2026-07-01T18:04:12,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,149,49,8394.3,1641.1,0.5976,41.4,0.076,0.5216
2026-07-01T18:07:49,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,150,49,8392.4,1505.2,0.5085,38.16,0.0476,0.4609
2026-07-01T18:10:29,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,151,54,8184.4,2153.7,0.6164,43.08,0.0589,0.5575
2026-07-01T18:16:32,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,152,53,8614.3,1780.6,0.5948,40.1,0.0761,0.5187
2026-07-01T18:17:57,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,153,57,8745.4,1808.3,0.669,44.87,0.072,0.597
2026-07-01T18:19:54,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,154,49,8411.6,1621.3,0.5125,38.82,0.0383,0.4742
2026-07-01T18:23:39,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,155,53,8398.0,1702.4,0.5422,41.69,0.0624,0.4798
2026-07-01T18:27:09,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,156,50,7854.9,1605.0,0.5681,45.88,0.051,0.5171
2026-07-01T18:31:20,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,157,50,8429.8,1711.9,0.577,42.81,0.088,0.489
2026-07-01T18:32:52,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,158,57,9000.0,1972.9,0.6797,52.12,0.0891,0.5906
2026-07-01T18:34:41,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,159,48,8618.9,1596.5,0.5791,39.55,0.047,0.5321
2026-07-01T18:36:18,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,160,49,8662.7,1776.2,0.5843,46.26,0.0722,0.5121
2026-07-01T18:36:55,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,161,50,8368.8,1873.4,0.6197,45.54,0.094,0.5257
2026-07-01T18:37:50,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,162,50,8462.1,1731.8,0.6278,47.69,0.0697,0.5581
2026-07-01T18:38:47,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,163,52,8420.9,1721.2,0.621,40.22,0.0643,0.5567
2026-07-01T18:43:19,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,164,49,8479.7,1813.2,0.6011,40.68,0.0873,0.5138
2026-07-01T18:44:09,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,165,57,8292.9,1655.4,0.6171,45.69,0.0777,0.5394
2026-07-01T18:47:36,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,166,57,8717.8,1626.7,0.7049,49.52,0.094,0.6109
2026-07-01T18:51:09,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,167,56,9000.0,1916.9,0.6301,43.77,0.0703,0.5598
2026-07-01T18:52:11,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,168,56,7678.6,1470.2,0.6236,34.91,0.0855,0.5381
2026-07-01T18:53:17,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,169,49,8363.6,1946.0,0.5796,39.01,0.0635,0.5161
2026-07-01T19:00:09,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,170,50,9000.0,1698.9,0.6059,48.65,0.09,0.5159
2026-07-01T19:00:51,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,171,55,8116.9,1944.5,0.6957,44.8,0.1025,0.5932
2026-07-01T19:03:49,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,172,54,7916.1,1850.5,0.5227,40.82,0.0465,0.4762
2026-07-01T19:07:27,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,173,50,8676.4,1930.8,0.5324,48.22,0.0555,0.4769
2026-07-01T19:09:30,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,174,53,8071.2,1891.9,0.5919,40.13,0.0772,0.5147
2026-07-01T19:12:38,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,175,55,8461.9,1765.3,0.6738,41.89,0.0674,0.6064
2026-07-01T19:15:07,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,176,55,8606.9,1629.3,0.5991,42.41,0.0596,0.5395
2026-07-01T19:20:29,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,177,49,9000.0,2033.7,0.5759,44.77,0.0562,0.5197
2026-07-01T19:22:51,HURCO-M10-01,JOB-M10-1005,M10-COVER-AL5052,178,53,9000.0,1932.3,0.6612,46.05,0.0569,0.6043
