timestamp,machineId,partNumber,jobId,dimensionName,nominalValueMm,measuredValueMm,tolerancePlusMm,toleranceMinusMm,result,surfaceRaUm,inspectorId
2026-07-07T17:55:18,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.494,OP-005
2026-07-06T12:43:58,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.728,OP-008
2026-07-04T02:57:30,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.456,OP-005
2026-07-07T03:44:05,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.897,OP-007
2026-07-06T05:16:35,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,0.745,OP-006
2026-07-05T16:11:01,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.934,OP-001
2026-07-01T11:25:06,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Tap Depth,16.0,16.0,0.02,-0.02,PASS,1.778,OP-005
2026-07-05T16:23:11,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.058,0.01,-0.01,FAIL,0.449,OP-007
2026-07-01T11:25:06,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Tap Depth,16.0,16.0,0.02,-0.02,PASS,1.409,OP-002
2026-07-04T11:21:31,HURCO-M10-01,M10-BRKT-STEEL,JOB-M10-1006,Hole Location,0.04,0.04,0.015,-0.015,PASS,1.564,OP-010
2026-07-03T09:05:51,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,0.669,OP-010
2026-07-06T11:52:06,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.366,OP-007
2026-07-08T05:50:12,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,1.083,OP-004
2026-07-06T03:55:42,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.073,OP-003
2026-07-05T15:31:23,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.35,OP-009
2026-07-07T21:29:20,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.808,OP-009
2026-07-06T10:19:23,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,1.025,OP-005
2026-07-08T05:01:11,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.983,OP-010
2026-07-04T06:11:20,HURCO-M10-01,M10-BRKT-STEEL,JOB-M10-1006,Surface Finish,1.2,1.214,0.15,-0.15,PASS,1.134,OP-006
2026-07-02T03:31:54,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.685,OP-004
2026-07-05T15:25:30,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,1.062,OP-004
2026-07-01T12:36:20,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Tap Depth,16.0,16.0,0.02,-0.02,PASS,1.181,OP-010
2026-07-06T20:13:47,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Tap Depth,16.0,16.0,0.02,-0.02,PASS,1.055,OP-009
2026-07-02T22:28:46,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Tap Depth,16.0,16.0,0.02,-0.02,PASS,1.829,OP-007
2026-07-02T04:22:28,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.578,OP-008
2026-07-01T19:03:49,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.427,OP-008
2026-07-03T08:37:12,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,1.185,OP-007
2026-07-04T03:15:48,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,2.023,OP-004
2026-07-07T03:30:02,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.593,OP-005
2026-07-08T02:57:53,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.854,OP-001
2026-07-02T02:58:23,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.89,OP-010
2026-07-06T10:09:30,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,0.97,OP-003
2026-07-06T00:28:28,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,0.728,OP-010
2026-07-04T05:42:37,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.627,OP-003
2026-07-08T01:33:19,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.881,OP-001
2026-07-08T05:26:47,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.041,0.01,-0.01,FAIL,1.412,OP-007
2026-07-01T17:30:56,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,1.024,OP-005
2026-07-05T14:29:18,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.35,OP-007
2026-07-08T00:56:28,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,0.609,OP-007
2026-07-05T16:08:57,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.716,OP-010
2026-07-08T04:16:05,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.046,0.01,-0.01,FAIL,0.761,OP-004
2026-07-02T00:13:35,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.744,OP-008
2026-07-02T14:23:16,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.803,OP-007
2026-07-06T02:37:06,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,1.058,OP-007
2026-07-02T02:44:28,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,1.054,OP-005
2026-07-07T09:39:25,HURCO-M10-01,M10-BRKT-STEEL,JOB-M10-1006,Hole Location,0.04,0.04,0.015,-0.015,PASS,1.168,OP-001
2026-07-04T22:12:11,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,1.053,OP-008
2026-07-07T04:37:38,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,1.08,OP-008
2026-07-06T21:35:38,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Thread Pitch,1.25,1.25,0.01,-0.01,PASS,1.522,OP-009
2026-07-03T13:06:11,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,0.972,OP-001
2026-07-08T02:03:25,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,0.745,OP-007
2026-07-02T18:53:27,HURCO-M10-01,M10-HOUSING-CAST,JOB-M10-1008,Parallelism,0.035,0.035,0.01,-0.01,PASS,1.145,OP-005
2026-07-05T16:31:36,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,0.955,OP-002
2026-07-03T11:41:41,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.225,OP-010
2026-07-04T11:21:31,HURCO-M10-01,M10-BRKT-STEEL,JOB-M10-1006,Hole Location,0.04,0.04,0.015,-0.015,PASS,1.378,OP-009
2026-07-03T19:04:11,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,1.231,OP-009
2026-07-04T12:32:28,HURCO-M10-01,M10-BRKT-STEEL,JOB-M10-1006,Surface Finish,1.2,1.2,0.15,-0.15,PASS,1.509,OP-007
2026-07-06T21:13:13,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Tap Depth,16.0,16.0,0.02,-0.02,PASS,1.387,OP-007
2026-07-01T19:22:51,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.722,OP-006
2026-07-05T05:42:17,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.254,OP-004
2026-07-03T06:56:45,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,1.112,OP-006
2026-07-01T09:36:19,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Thread Pitch,1.25,1.25,0.01,-0.01,PASS,1.28,OP-005
2026-07-06T12:43:58,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.759,OP-006
2026-07-05T00:39:46,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.108,OP-002
2026-07-03T06:14:42,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,1.028,OP-004
2026-07-05T15:11:53,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.064,0.01,-0.01,FAIL,0.935,OP-009
2026-07-02T02:41:05,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,1.19,OP-002
2026-07-05T02:58:54,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.927,OP-010
2026-07-06T04:07:57,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.51,OP-006
2026-07-06T12:06:37,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.109,OP-002
2026-07-07T05:23:53,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.963,OP-008
2026-07-07T09:45:33,HURCO-M10-01,M10-BRKT-STEEL,JOB-M10-1006,Surface Finish,1.2,1.216,0.15,-0.15,PASS,1.564,OP-007
2026-07-05T15:37:28,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.554,OP-003
2026-07-02T03:37:21,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,1.208,OP-008
2026-07-07T02:57:05,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.935,OP-002
2026-07-05T07:30:39,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.994,OP-006
2026-07-05T02:26:39,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,1.213,OP-003
2026-07-03T03:30:54,HURCO-M10-01,M10-BRKT-AL6061,JOB-M10-1001,Hole Position,0.04,0.04,0.015,-0.015,PASS,1.216,OP-006
2026-07-06T03:54:13,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.553,OP-006
2026-07-02T16:45:21,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.888,OP-007
2026-07-01T18:17:57,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.972,OP-009
2026-07-01T07:46:43,HURCO-M10-01,M10-BRKT-AL6061,JOB-M10-1001,Face Flatness,0.035,0.035,0.01,-0.01,PASS,1.287,OP-001
2026-07-07T04:58:10,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.959,OP-008
2026-07-07T04:37:38,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,1.239,OP-006
2026-07-02T05:34:58,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.359,OP-005
2026-07-05T01:26:33,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.324,OP-006
2026-07-03T04:18:37,HURCO-M10-01,M10-BRKT-AL6061,JOB-M10-1001,Hole Position,0.04,0.04,0.015,-0.015,PASS,0.626,OP-009
2026-07-06T11:30:43,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.345,OP-010
2026-07-03T10:01:58,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.006,OP-005
2026-07-03T18:33:57,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,0.842,OP-007
2026-07-03T00:40:10,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Thread Pitch,1.25,1.25,0.01,-0.01,PASS,1.309,OP-002
2026-07-03T22:49:42,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,1.475,OP-003
2026-07-01T17:30:56,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.671,OP-008
2026-07-08T04:10:43,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.825,OP-002
2026-07-04T08:24:07,HURCO-M10-01,M10-BRKT-STEEL,JOB-M10-1006,Surface Finish,1.2,1.2,0.15,-0.15,PASS,1.396,OP-008
2026-07-05T14:30:09,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,1.253,OP-004
2026-07-07T22:20:20,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.766,OP-010
2026-07-06T00:10:15,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.911,OP-007
2026-07-01T17:39:51,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.818,OP-007
2026-07-03T22:55:29,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.709,OP-010
2026-07-01T22:19:13,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.739,OP-001
2026-07-06T05:03:42,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,0.999,OP-007
2026-07-04T23:37:31,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.709,OP-003
2026-07-06T16:06:33,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Tap Depth,16.0,16.0,0.02,-0.02,PASS,1.273,OP-002
2026-07-04T23:47:27,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.63,OP-003
2026-07-03T12:12:57,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.726,OP-001
2026-07-07T06:34:46,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.401,OP-008
2026-07-03T16:26:37,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.05,OP-009
2026-07-03T16:54:21,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.422,OP-001
2026-07-04T03:57:22,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,1.128,OP-006
2026-07-06T05:27:12,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.071,OP-009
2026-07-02T06:10:04,HURCO-M10-01,M10-HOUSING-CAST,JOB-M10-1008,Parallelism,0.035,0.035,0.01,-0.01,PASS,1.573,OP-001
2026-07-04T13:34:26,HURCO-M10-01,M10-BRKT-STEEL,JOB-M10-1006,Surface Finish,1.2,1.2,0.15,-0.15,PASS,1.391,OP-007
2026-07-07T19:51:36,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.772,OP-001
2026-07-06T01:28:46,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.694,OP-004
2026-07-06T06:14:05,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Thread Pitch,1.25,1.25,0.01,-0.01,PASS,1.305,OP-005
2026-07-04T04:56:05,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,0.867,OP-007
2026-07-02T03:28:17,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,1.255,OP-010
2026-07-03T10:01:58,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,1.118,OP-004
2026-07-03T04:58:11,HURCO-M10-01,M10-BRKT-AL6061,JOB-M10-1001,Hole Position,0.04,0.04,0.015,-0.015,PASS,1.06,OP-002
2026-07-03T00:03:51,HURCO-M10-01,M10-FIXTURE-316L,JOB-M10-1004,Tap Depth,16.0,16.0,0.02,-0.02,PASS,1.551,OP-010
2026-07-02T04:03:27,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,0.716,OP-007
2026-07-05T15:35:14,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Slot Width,0.02,0.02,0.01,-0.01,PASS,0.908,OP-008
2026-07-03T20:44:29,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,1.864,OP-004
2026-07-03T10:48:52,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.845,OP-002
2026-07-08T05:28:16,HURCO-M10-01,M10-PLATE-AL2024,JOB-M10-1007,Flatness,0.03,0.03,0.01,-0.01,PASS,0.867,OP-005
2026-07-06T02:11:09,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,0.737,OP-006
2026-07-05T05:08:47,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Pocket Depth,12.0,12.0,0.015,-0.015,PASS,1.039,OP-006
2026-07-06T09:29:40,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.791,OP-007
2026-07-01T17:19:45,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,1.12,OP-004
2026-07-04T03:40:25,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.603,OP-008
2026-07-04T04:08:04,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,0.869,OP-009
2026-07-06T13:30:41,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,1.658,OP-008
2026-07-04T04:53:53,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Drill Diameter,8.5,8.5,0.02,-0.02,PASS,1.51,OP-003
2026-07-06T13:11:28,HURCO-M10-01,M10-HSG-C45,JOB-M10-1003,Hole Depth,0.05,0.05,0.01,-0.01,PASS,1.752,OP-006
2026-07-01T18:38:47,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.517,OP-002
2026-07-03T14:39:00,HURCO-M10-01,M10-BRKT-AL6061,JOB-M10-1001,Hole Position,0.04,0.04,0.015,-0.015,PASS,0.878,OP-010
2026-07-01T23:58:14,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Contour Finish,1.6,1.6,0.2,-0.2,PASS,1.097,OP-003
2026-07-02T16:35:11,HURCO-M10-01,M10-PLATE-AL7075,JOB-M10-1002,Perimeter Profile,0.03,0.03,0.01,-0.01,PASS,0.67,OP-008
2026-07-07T16:42:18,HURCO-M10-01,M10-COVER-AL5052,JOB-M10-1005,Edge Profile,0.025,0.025,0.01,-0.01,PASS,0.808,OP-006
2026-07-04T14:35:50,HURCO-M10-01,M10-HOUSING-CAST,JOB-M10-1008,Parallelism,0.035,0.035,0.01,-0.01,PASS,0.907,OP-002
2026-07-05T11:12:07,HURCO-M10-01,M10-HOUSING-CAST,JOB-M10-1008,Parallelism,0.035,0.035,0.01,-0.01,PASS,1.838,OP-003
